user_id,date,departure_time,day_of_week,distance_km,traffic_multiplier,peak_hour,mode,mode_encoded,eta_minutes,home_location_name,home_latitude,home_longitude,office_location_name,office_latitude,office_longitude
U001,2024-01-16,16:41,1,10.99,1.03,0,Bicycle,2,52.77,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-17,13:26,2,7.72,1.43,0,Bicycle,2,49.55,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-18,06:01,3,11.43,1.28,0,Bike,3,15.41,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-19,11:39,4,5.86,0.97,0,Car,0,9.81,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-20,22:15,5,11.88,1.18,0,Bicycle,2,44.35,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-21,20:30,6,2.99,1.49,0,Car,0,6.88,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-22,12:59,0,10.01,1.06,0,Walking,1,153.2,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-23,01:08,1,13.37,1.33,0,Bike,3,20.04,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-24,17:03,2,12.25,1.41,1,Car,0,20.5,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-25,20:58,3,8.84,1.25,0,Bike,3,16.53,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-26,01:02,4,5.66,1.39,0,Bike,3,7.87,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-27,11:10,5,12.46,1.17,0,Walking,1,170.15,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-28,12:55,6,2.09,1.45,0,Bike,3,3.74,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-29,08:51,0,12.91,1.11,1,Bike,3,16.73,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-30,11:02,1,14.26,1.4,0,Bicycle,2,91.44,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-01-31,23:30,2,9.15,1.08,0,Car,0,15.05,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-01,17:01,3,8.74,1.05,1,Bike,3,12.03,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-02,13:38,4,4.2,1.24,0,Car,0,6.35,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-03,20:12,5,10.26,1.46,0,Car,0,15.3,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-04,10:49,6,4.08,1.34,0,Walking,1,63.84,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-05,19:47,0,2.7,1.0,0,Bicycle,2,10.03,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-06,22:36,1,8.25,1.0,0,Bicycle,2,30.03,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-07,17:32,2,9.33,1.35,1,Walking,1,133.23,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-08,21:14,3,12.88,1.18,0,Car,0,22.43,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-09,20:08,4,13.02,1.24,0,Walking,1,185.22,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-10,17:45,5,11.87,1.28,1,Walking,1,190.57,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-11,14:40,6,4.7,1.19,0,Bicycle,2,16.89,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-12,10:35,0,11.1,1.59,0,Bike,3,25.32,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-13,10:34,1,12.33,0.97,0,Walking,1,133.64,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-14,08:21,2,2.99,1.56,1,Bike,3,5.79,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-15,15:47,3,6.83,0.91,0,Bike,3,7.71,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-16,08:21,4,4.53,1.18,1,Walking,1,76.85,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-17,16:50,5,12.09,0.99,0,Walking,1,126.84,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-18,18:28,6,10.04,1.32,1,Car,0,21.18,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-19,04:15,0,8.29,1.17,0,Bicycle,2,40.04,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-20,17:46,1,7.03,1.07,1,Car,0,9.75,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-21,12:30,2,11.95,1.04,0,Walking,1,129.36,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-22,05:29,3,11.8,1.59,0,Bicycle,2,67.09,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-23,02:58,4,11.24,0.94,0,Bike,3,15.8,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-24,08:17,5,9.71,0.98,1,Bicycle,2,30.57,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-25,10:26,6,7.34,0.96,0,Bike,3,8.95,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-26,03:16,0,10.31,1.04,0,Bicycle,2,48.19,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-27,22:46,1,6.9,1.12,0,Bike,3,9.57,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-28,15:21,2,3.06,1.12,0,Bicycle,2,11.09,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-02-29,23:18,3,11.77,1.39,0,Bicycle,2,74.04,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-01,16:56,4,8.27,1.36,0,Walking,1,151.47,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-02,13:01,5,2.19,0.95,0,Car,0,3.21,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-03,01:15,6,14.47,1.55,0,Bike,3,23.03,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-04,20:53,0,5.62,1.39,0,Car,0,13.68,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-05,07:13,1,2.29,1.0,0,Car,0,4.42,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-06,09:08,2,12.76,1.35,1,Bicycle,2,71.4,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-07,16:17,3,6.85,1.04,0,Bike,3,7.23,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-08,05:18,4,4.77,1.52,0,Bicycle,2,26.24,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-09,04:38,5,6.98,1.12,0,Car,0,10.48,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-10,15:01,6,3.33,1.07,0,Car,0,4.48,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-11,02:51,0,3.35,1.3,0,Bicycle,2,13.11,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-12,13:43,1,3.45,1.18,0,Bicycle,2,14.78,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-13,19:31,2,14.11,0.96,0,Bicycle,2,45.99,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-14,08:14,3,14.58,1.11,1,Car,0,21.91,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-15,02:39,4,7.99,1.0,0,Car,0,8.88,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-16,04:16,5,4.13,0.91,0,Walking,1,40.93,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-17,16:13,6,12.77,1.4,0,Walking,1,179.66,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-18,03:44,0,5.07,1.0,0,Bicycle,2,16.99,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-19,14:14,1,8.05,1.17,0,Bike,3,10.22,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-20,21:09,2,11.42,1.42,0,Bike,3,16.98,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-21,11:28,3,11.24,1.18,0,Bike,3,19.4,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-22,00:21,4,3.22,1.3,0,Car,0,4.85,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-23,22:01,5,8.37,1.56,0,Bike,3,13.72,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-24,03:56,6,13.51,1.24,0,Bicycle,2,63.64,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-25,10:02,0,8.81,1.25,0,Walking,1,141.42,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-26,09:31,1,8.59,1.41,1,Bike,3,14.53,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-27,07:21,2,2.73,1.48,0,Bicycle,2,13.11,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-28,05:29,3,11.47,1.45,0,Bicycle,2,58.86,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-29,08:23,4,2.54,1.46,1,Walking,1,51.62,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U001,2024-03-30,16:36,5,9.23,1.21,0,Bicycle,2,41.95,0976 Monique Stravenue,13.086218,77.518255,Cruz Group,12.85679,77.777766
U002,2024-01-01,04:38,0,3.6,1.52,0,Bike,3,6.27,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-02,23:40,1,13.92,1.26,0,Bicycle,2,57.7,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-03,21:26,2,13.86,1.0,0,Bike,3,19.09,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-04,23:41,3,13.28,1.31,0,Bicycle,2,56.14,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-05,09:38,4,11.54,1.06,1,Walking,1,156.02,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-06,11:25,5,3.62,1.18,0,Car,0,4.87,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-07,11:04,6,14.01,1.3,0,Walking,1,198.73,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-08,03:51,0,4.17,1.45,0,Bicycle,2,22.88,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-09,17:32,1,12.15,1.23,1,Bicycle,2,72.26,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-10,01:15,2,9.44,1.19,0,Car,0,13.77,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-11,21:17,3,9.37,1.56,0,Bike,3,15.9,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-12,10:49,4,10.61,1.39,0,Bike,3,19.02,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-13,18:42,5,6.51,1.09,1,Walking,1,85.28,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-14,23:06,6,6.51,1.28,0,Car,0,12.54,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-15,10:40,0,13.37,1.02,0,Bicycle,2,66.14,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-16,23:51,1,10.68,1.06,0,Car,0,12.2,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-17,19:56,2,14.61,0.98,0,Bicycle,2,48.57,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-18,09:55,3,13.12,1.33,1,Bicycle,2,80.29,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-19,22:18,4,3.58,0.93,0,Bicycle,2,14.26,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-20,22:07,5,2.0,1.23,0,Bicycle,2,10.86,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-21,23:33,6,14.54,1.41,0,Car,0,32.06,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-22,15:46,0,10.67,0.94,0,Car,0,13.82,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-23,22:51,1,12.87,1.0,0,Bicycle,2,42.78,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-24,19:45,2,5.39,1.23,0,Bike,3,9.22,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-25,23:01,3,5.1,1.36,0,Walking,1,80.62,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-26,22:15,4,10.3,1.42,0,Bicycle,2,71.86,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-27,17:53,5,3.31,1.31,1,Bike,3,5.66,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-28,06:05,6,11.91,1.55,0,Bike,3,21.07,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-29,04:56,0,2.28,1.16,0,Bicycle,2,10.79,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-30,14:04,1,6.87,1.42,0,Bike,3,11.33,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-01-31,10:01,2,5.31,0.97,0,Bike,3,7.35,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-01,04:22,3,7.33,1.35,0,Bike,3,13.37,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-02,05:05,4,14.18,0.92,0,Bicycle,2,51.36,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-03,14:21,5,4.59,1.04,0,Car,0,6.39,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-04,00:55,6,4.63,1.54,0,Car,0,11.01,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-05,15:59,0,11.85,1.14,0,Walking,1,150.57,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-06,18:55,1,10.97,1.34,1,Walking,1,187.25,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-07,11:16,2,9.94,1.38,0,Car,0,21.67,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-08,15:39,3,12.24,1.07,0,Bicycle,2,56.69,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-09,07:23,4,2.9,0.94,0,Bike,3,3.02,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-10,21:50,5,7.83,1.01,0,Car,0,10.52,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-11,09:10,6,6.26,1.16,1,Bicycle,2,27.62,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-12,05:06,0,8.18,1.19,0,Car,0,11.68,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-13,03:07,1,3.58,1.49,0,Bike,3,6.32,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-14,00:45,2,9.0,1.28,0,Bike,3,13.68,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-15,17:05,3,3.99,1.58,1,Car,0,6.73,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-16,21:01,4,3.42,1.17,0,Bicycle,2,18.13,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-17,20:48,5,5.38,1.56,0,Walking,1,116.17,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-18,08:15,6,4.8,1.25,1,Walking,1,75.67,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-19,04:59,0,6.63,0.98,0,Walking,1,80.05,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-20,00:03,1,14.54,1.39,0,Bike,3,22.78,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-21,17:55,2,2.96,1.51,1,Car,0,7.25,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-22,15:02,3,9.96,1.38,0,Bike,3,14.42,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-23,13:12,4,8.27,1.12,0,Car,0,11.64,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-24,02:45,5,4.23,1.13,0,Bicycle,2,15.89,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-25,01:18,6,10.66,1.29,0,Bicycle,2,44.82,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-26,23:04,0,2.81,1.31,0,Bike,3,5.28,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-27,20:34,1,11.66,1.45,0,Bicycle,2,62.64,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-28,06:52,2,7.29,1.07,0,Walking,1,112.29,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-02-29,17:44,3,5.09,1.3,1,Walking,1,80.48,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-01,13:30,4,2.32,1.47,0,Bicycle,2,10.27,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-02,20:15,5,4.79,1.23,0,Bicycle,2,23.08,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-03,12:16,6,8.3,1.4,0,Car,0,14.31,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-04,08:29,0,11.21,1.11,1,Bike,3,15.26,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-05,08:47,1,13.71,1.17,1,Bicycle,2,54.43,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-06,19:22,2,10.97,1.58,0,Bike,3,22.39,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-07,17:46,3,4.88,1.16,1,Bike,3,8.08,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-08,06:12,4,3.56,1.14,0,Car,0,5.44,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-09,21:07,5,2.72,0.97,0,Bike,3,3.46,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-10,13:14,6,10.38,1.13,0,Walking,1,159.78,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-11,04:25,0,5.3,1.57,0,Car,0,9.63,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-12,14:15,1,3.88,0.98,0,Car,0,4.28,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-13,02:59,2,10.59,1.39,0,Bike,3,16.73,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-14,14:28,3,8.35,1.43,0,Car,0,17.56,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-15,20:07,4,14.8,1.28,0,Bike,3,26.94,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-16,15:36,5,14.07,0.97,0,Bicycle,2,56.6,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-17,20:44,6,11.84,1.52,0,Walking,1,193.63,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-18,19:28,0,2.64,1.36,0,Walking,1,36.29,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-19,08:47,1,5.59,1.15,1,Walking,1,84.23,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-20,03:46,2,4.29,1.24,0,Car,0,5.82,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-21,09:50,3,9.81,1.59,1,Car,0,17.75,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-22,13:33,4,3.89,1.04,0,Car,0,4.84,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-23,02:24,5,10.03,0.99,0,Bicycle,2,32.22,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-24,12:02,6,4.49,1.04,0,Bike,3,6.12,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-25,11:32,0,9.46,1.33,0,Bike,3,18.08,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-26,19:50,1,13.77,1.36,0,Car,0,19.94,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-27,13:44,2,8.64,1.0,0,Car,0,8.82,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-28,05:43,3,7.21,1.37,0,Bike,3,11.32,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-29,17:13,4,8.22,0.91,1,Bicycle,2,27.74,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U002,2024-03-30,09:17,5,9.99,1.21,1,Bike,3,14.98,9669 James Cove,13.020874,77.778,Brooks Ltd,12.963593,77.649419
U003,2024-01-01,09:34,0,5.89,1.15,1,Car,0,8.49,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
U003,2024-01-02,15:47,1,4.33,0.94,0,Car,0,5.82,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
U003,2024-01-03,12:52,2,5.69,0.97,0,Bicycle,2,19.86,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
U003,2024-01-04,17:46,3,2.87,1.26,1,Bike,3,4.42,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
U003,2024-01-05,07:04,4,14.84,1.22,0,Bicycle,2,88.89,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
U003,2024-01-06,21:48,5,6.44,1.06,0,Car,0,6.95,5007 Ponce Village,12.875682,77.758313,Dixon-Jimenez,13.011388,77.554836
